Review_ID,Customer_Review,Cleaned_Review,Predicted_Sentiment,Confidence_Score
558,"Awful experience, customer service was useless too 👎","Awful experience, customer service was useless too",Negative,0.9998
559,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
560,"Perfect fit and amazing material, 10/10 would recommend ngl","Perfect fit and amazing material, 10/10 would recommend ngl",Positive,0.9999
561,"Mediocre experience, neither great nor terrible","Mediocre experience, neither great nor terrible",Negative,0.9962
562,"It's fine, gets the job done without any issues","It's fine, gets the job done without any issues",Positive,0.9998
563,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
564,I'm so happy with this purchase 🎉 exceeded my expectations,I'm so happy with this purchase exceeded my expectations,Positive,0.9999
565,"<div>Excellent product, exactly as described. 5 stars!</div> tbh","Excellent product, exactly as described. 5 stars! tbh",Positive,0.9998
566,<p>Very disappointed. Quality is poor and it stopped working.</p>,Very disappointed. Quality is poor and it stopped working.,Negative,0.9998
567,"<span>Best purchase ever, totally worth the price</span> ngl","Best purchase ever, totally worth the price ngl",Positive,0.9998
568,"Awful experience, customer service was useless too 👎 ngl","Awful experience, customer service was useless too ngl",Negative,0.9998
569,Nothing to complain about but nothing impressive either   ,Nothing to complain about but nothing impressive either,Negative,0.9625
570,this is garbage honestly   never buying again,this is garbage honestly never buying again,Negative,0.9979
571,"Mediocre experience, neither great nor terrible","Mediocre experience, neither great nor terrible",Negative,0.9962
572,<p>Very disappointed. Quality is poor and it stopped working.</p>,Very disappointed. Quality is poor and it stopped working.,Negative,0.9998
573,"great quality, fast shipping, highly recommend!!","great quality, fast shipping, highly recommend!!",Positive,0.9999
574,"do not buy this, worst purchase ever","do not buy this, worst purchase ever",Negative,0.9992
575,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
576,"Complete waste of money, doesn't work as described at all","Complete waste of money, doesn't work as described at all",Negative,0.9998
577,"<span>Cheaply made, not worth the price at all</span>","Cheaply made, not worth the price at all",Negative,0.9998
578,"do not buy this, worst purchase ever","do not buy this, worst purchase ever",Negative,0.9992
579,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
580,"Works fine I guess, no strong feelings either way lol","Works fine I guess, no strong feelings either way lol",Neutral,0.5916
581,"Standard quality, does what it says on the box tbh","Standard quality, does what it says on the box tbh",Positive,0.8594
582,"Wow this is fantastic, better than I expected   ","Wow this is fantastic, better than I expected",Positive,0.9999
583,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
584,"It's fine, gets the job done without any issues","It's fine, gets the job done without any issues",Positive,0.9998
585,"Really good value for money, will buy again 👍 lol","Really good value for money, will buy again lol",Positive,0.9992
586,"Awful experience, customer service was useless too 👎","Awful experience, customer service was useless too",Negative,0.9998
587,"Does not work, false advertising, very upset customer tbh","Does not work, false advertising, very upset customer tbh",Negative,0.9996
588,"Complete waste of money, doesn't work as described at all","Complete waste of money, doesn't work as described at all",Negative,0.9998
589,"Poor quality control, item was broken on arrival ","Poor quality control, item was broken on arrival",Negative,0.9997
590,"<span>Cheaply made, not worth the price at all</span>","Cheaply made, not worth the price at all",Negative,0.9998
591,"It's okay, does the job but nothing special.","It's okay, does the job but nothing special.",Negative,0.9914
592,"Does not work, false advertising, very upset customer","Does not work, false advertising, very upset customer",Negative,0.9994
593,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
594,"Extremely unhappy with this product, returning it ASAP ","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
595,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
596,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
597,This product is AMAZING!!! Best purchase I've made this year 😍😍,This product is AMAZING!!! Best purchase I've made this year,Positive,0.9999
598,"Wow this is fantastic, better than I expected   ","Wow this is fantastic, better than I expected",Positive,0.9999
599,"<div>It's an okay product, similar to others I've used.</div>","It's an okay product, similar to others I've used.",Positive,0.9998
600,"Extremely unhappy with this product, returning it ASAP tbh","Extremely unhappy with this product, returning it ASAP tbh",Negative,0.9997
601,"Does not work, false advertising, very upset customer tbh","Does not work, false advertising, very upset customer tbh",Negative,0.9996
602,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
603,"<span>Cheaply made, not worth the price at all</span>","Cheaply made, not worth the price at all",Negative,0.9998
604,"<span>Cheaply made, not worth the price at all</span>","Cheaply made, not worth the price at all",Negative,0.9998
605,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
606,Super impressed with the build quality and design 😊,Super impressed with the build quality and design,Positive,0.9998
607,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
608,"Poor quality control, item was broken on arrival fr fr","Poor quality control, item was broken on arrival fr fr",Negative,0.9997
609,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
610,"Awful experience, customer service was useless too 👎 ngl","Awful experience, customer service was useless too ngl",Negative,0.9998
611,"Standard quality, does what it says on the box tbh","Standard quality, does what it says on the box tbh",Positive,0.8594
612,This product is AMAZING!!! Best purchase I've made this year 😍😍,This product is AMAZING!!! Best purchase I've made this year,Positive,0.9999
613,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
614,"Wow this is fantastic, better than I expected    tbh","Wow this is fantastic, better than I expected tbh",Positive,0.9999
615,"decent for the price, not amazing but not bad either","decent for the price, not amazing but not bad either",Positive,0.9969
616,"It's fine, gets the job done without any issues fr fr","It's fine, gets the job done without any issues fr fr",Positive,0.9997
617,"Outstanding quality, arrived quickly, very satisfied customer here ","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
618,"Terrible product, broke after 2 days!!! waste of money 😡","Terrible product, broke after 2 days!!! waste of money",Negative,0.9998
619,"Standard quality, does what it says on the box","Standard quality, does what it says on the box",Positive,0.9946
620,"Pretty average overall, might consider other options next time ","Pretty average overall, might consider other options next time",Negative,0.9929
621,"It's okay, does the job but nothing special.","It's okay, does the job but nothing special.",Negative,0.9914
622,<p>Very disappointed. Quality is poor and it stopped working.</p>,Very disappointed. Quality is poor and it stopped working.,Negative,0.9998
623,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
624,"Really good value for money, will buy again 👍 fr fr","Really good value for money, will buy again fr fr",Positive,0.9994
625,"It's fine, gets the job done without any issues","It's fine, gets the job done without any issues",Positive,0.9998
626,"do not buy this, worst purchase ever","do not buy this, worst purchase ever",Negative,0.9992
627,This product is AMAZING!!! Best purchase I've made this year 😍😍 ngl,This product is AMAZING!!! Best purchase I've made this year ngl,Positive,0.9999
628,"Complete waste of money, doesn't work as described at all","Complete waste of money, doesn't work as described at all",Negative,0.9998
629,"Wow this is fantastic, better than I expected   ","Wow this is fantastic, better than I expected",Positive,0.9999
630,I'm so happy with this purchase 🎉 exceeded my expectations,I'm so happy with this purchase exceeded my expectations,Positive,0.9999
631,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
632,"Wow this is fantastic, better than I expected   ","Wow this is fantastic, better than I expected",Positive,0.9999
633,"Wow this is fantastic, better than I expected    tbh","Wow this is fantastic, better than I expected tbh",Positive,0.9999
634,"<div>Excellent product, exactly as described. 5 stars!</div>","Excellent product, exactly as described. 5 stars!",Positive,0.9999
635,"Extremely unhappy with this product, returning it ASAP tbh","Extremely unhappy with this product, returning it ASAP tbh",Negative,0.9997
636,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
637,"Does not work, false advertising, very upset customer lol","Does not work, false advertising, very upset customer lol",Negative,0.9997
638,"I regret this purchase so much, total disappointment lol","I regret this purchase so much, total disappointment lol",Negative,0.9997
639,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
640,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
641,"Terrible product, broke after 2 days!!! waste of money 😡","Terrible product, broke after 2 days!!! waste of money",Negative,0.9998
642,this is garbage honestly   never buying again fr fr,this is garbage honestly never buying again fr fr,Negative,0.9981
643,"Perfect fit and amazing material, 10/10 would recommend","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
644,<p>Absolutely love it! Works perfectly and looks great.</p>,Absolutely love it! Works perfectly and looks great.,Positive,0.9999
645,Super impressed with the build quality and design 😊 lol,Super impressed with the build quality and design lol,Positive,0.9997
646,Super impressed with the build quality and design 😊 lol,Super impressed with the build quality and design lol,Positive,0.9997
647,"Awful experience, customer service was useless too 👎","Awful experience, customer service was useless too",Negative,0.9998
648,"Works fine I guess, no strong feelings either way lol","Works fine I guess, no strong feelings either way lol",Neutral,0.5916
649,"Outstanding quality, arrived quickly, very satisfied customer here fr fr","Outstanding quality, arrived quickly, very satisfied customer here fr fr",Positive,0.9996
650,"Awful experience, customer service was useless too 👎","Awful experience, customer service was useless too",Negative,0.9998
651,"great quality, fast shipping, highly recommend!!","great quality, fast shipping, highly recommend!!",Positive,0.9999
652,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
653,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
654,<p>Very disappointed. Quality is poor and it stopped working.</p>,Very disappointed. Quality is poor and it stopped working.,Negative,0.9998
655,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
656,I'm so happy with this purchase 🎉 exceeded my expectations,I'm so happy with this purchase exceeded my expectations,Positive,0.9999
657,"I regret this purchase so much, total disappointment","I regret this purchase so much, total disappointment",Negative,0.9998
658,"<span>Cheaply made, not worth the price at all</span>","Cheaply made, not worth the price at all",Negative,0.9998
659,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
660,Super impressed with the build quality and design 😊 ngl,Super impressed with the build quality and design ngl,Positive,0.9997
661,"great quality, fast shipping, highly recommend!! ","great quality, fast shipping, highly recommend!!",Positive,0.9999
662,"Pretty average overall, might consider other options next time lol","Pretty average overall, might consider other options next time lol",Negative,0.9915
663,"decent for the price, not amazing but not bad either","decent for the price, not amazing but not bad either",Positive,0.9969
664,"<div>Excellent product, exactly as described. 5 stars!</div>","Excellent product, exactly as described. 5 stars!",Positive,0.9999
665,<p>Very disappointed. Quality is poor and it stopped working.</p>,Very disappointed. Quality is poor and it stopped working.,Negative,0.9998
666,"Worst customer service I've ever dealt with, avoid this seller","Worst customer service I've ever dealt with, avoid this seller",Negative,0.9998
667,This product is AMAZING!!! Best purchase I've made this year 😍😍,This product is AMAZING!!! Best purchase I've made this year,Positive,0.9999
668,"<div>It's an okay product, similar to others I've used.</div>","It's an okay product, similar to others I've used.",Positive,0.9998
669,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
670,"Perfect fit and amazing material, 10/10 would recommend tbh","Perfect fit and amazing material, 10/10 would recommend tbh",Positive,0.9998
671,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
672,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
673,<p>Very disappointed. Quality is poor and it stopped working.</p>,Very disappointed. Quality is poor and it stopped working.,Negative,0.9998
674,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
675,"Works fine I guess, no strong feelings either way lol","Works fine I guess, no strong feelings either way lol",Neutral,0.5916
676,"<div>It's an okay product, similar to others I've used.</div>","It's an okay product, similar to others I've used.",Positive,0.9998
677,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
678,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
679,"Pretty average overall, might consider other options next time","Pretty average overall, might consider other options next time",Negative,0.9929
680,Super impressed with the build quality and design 😊,Super impressed with the build quality and design,Positive,0.9998
681,"<p>Average product, met basic expectations.</p> ","Average product, met basic expectations.",Positive,0.9831
682,"Extremely unhappy with this product, returning it ASAP","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
683,"Terrible product, broke after 2 days!!! waste of money 😡 ngl","Terrible product, broke after 2 days!!! waste of money ngl",Negative,0.9997
684,"Horrible quality, fell apart within a week 😠😠","Horrible quality, fell apart within a week",Negative,0.9998
685,"Really good value for money, will buy again 👍 ngl","Really good value for money, will buy again ngl",Positive,0.9993
686,"<p>Average product, met basic expectations.</p> ","Average product, met basic expectations.",Positive,0.9831
687,Nothing to complain about but nothing impressive either   ,Nothing to complain about but nothing impressive either,Negative,0.9625
688,This product is AMAZING!!! Best purchase I've made this year 😍😍,This product is AMAZING!!! Best purchase I've made this year,Positive,0.9999
689,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
690,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
691,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
692,"It's fine, gets the job done without any issues lol","It's fine, gets the job done without any issues lol",Positive,0.9997
693,"Complete waste of money, doesn't work as described at all","Complete waste of money, doesn't work as described at all",Negative,0.9998
694,this is garbage honestly   never buying again tbh,this is garbage honestly never buying again tbh,Negative,0.9982
695,"decent for the price, not amazing but not bad either","decent for the price, not amazing but not bad either",Positive,0.9969
696,"Really good value for money, will buy again 👍 fr fr","Really good value for money, will buy again fr fr",Positive,0.9994
697,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
698,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
699,"Perfect fit and amazing material, 10/10 would recommend ngl","Perfect fit and amazing material, 10/10 would recommend ngl",Positive,0.9999
700,"Worst customer service I've ever dealt with, avoid this seller","Worst customer service I've ever dealt with, avoid this seller",Negative,0.9998
701,Super impressed with the build quality and design 😊 ,Super impressed with the build quality and design,Positive,0.9998
702,Super impressed with the build quality and design 😊,Super impressed with the build quality and design,Positive,0.9998
703,"I regret this purchase so much, total disappointment","I regret this purchase so much, total disappointment",Negative,0.9998
704,"It's fine, gets the job done without any issues","It's fine, gets the job done without any issues",Positive,0.9998
705,"Complete waste of money, doesn't work as described at all","Complete waste of money, doesn't work as described at all",Negative,0.9998
706,"Works exactly as advertised, no complaints at all!!! ","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
707,"<div>Excellent product, exactly as described. 5 stars!</div> ngl","Excellent product, exactly as described. 5 stars! ngl",Positive,0.9999
708,"Does not work, false advertising, very upset customer","Does not work, false advertising, very upset customer",Negative,0.9994
709,I'm so happy with this purchase 🎉 exceeded my expectations lol,I'm so happy with this purchase exceeded my expectations lol,Positive,0.9998
710,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
711,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
712,This exceeded my expectations!! Super happy with it. fr fr,This exceeded my expectations!! Super happy with it. fr fr,Positive,0.9999
713,"It's fine, gets the job done without any issues","It's fine, gets the job done without any issues",Positive,0.9998
714,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
715,"Worst customer service I've ever dealt with, avoid this seller","Worst customer service I've ever dealt with, avoid this seller",Negative,0.9998
716,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
717,"Complete waste of money, doesn't work as described at all","Complete waste of money, doesn't work as described at all",Negative,0.9998
718,"Wow this is fantastic, better than I expected    lol","Wow this is fantastic, better than I expected lol",Positive,0.9999
719,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
720,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
721,Nothing to complain about but nothing impressive either    fr fr,Nothing to complain about but nothing impressive either fr fr,Negative,0.9764
722,"I regret this purchase so much, total disappointment","I regret this purchase so much, total disappointment",Negative,0.9998
723,"Works fine I guess, no strong feelings either way ngl","Works fine I guess, no strong feelings either way ngl",Neutral,0.638
724,"Extremely unhappy with this product, returning it ASAP","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
725,"<div>It's an okay product, similar to others I've used.</div>","It's an okay product, similar to others I've used.",Positive,0.9998
726,this is garbage honestly   never buying again,this is garbage honestly never buying again,Negative,0.9979
727,"<div>It's an okay product, similar to others I've used.</div>","It's an okay product, similar to others I've used.",Positive,0.9998
728,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
729,"Worst customer service I've ever dealt with, avoid this seller","Worst customer service I've ever dealt with, avoid this seller",Negative,0.9998
730,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
731,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
732,"<div>Excellent product, exactly as described. 5 stars!</div>","Excellent product, exactly as described. 5 stars!",Positive,0.9999
733,"Mediocre experience, neither great nor terrible lol","Mediocre experience, neither great nor terrible lol",Negative,0.9984
734,"Mediocre experience, neither great nor terrible","Mediocre experience, neither great nor terrible",Negative,0.9962
735,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
736,<p>Very disappointed. Quality is poor and it stopped working.</p>,Very disappointed. Quality is poor and it stopped working.,Negative,0.9998
737,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
738,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
739,"Standard quality, does what it says on the box","Standard quality, does what it says on the box",Positive,0.9946
740,"I regret this purchase so much, total disappointment","I regret this purchase so much, total disappointment",Negative,0.9998
741,"Mediocre experience, neither great nor terrible fr fr","Mediocre experience, neither great nor terrible fr fr",Negative,0.9975
742,"<span>Cheaply made, not worth the price at all</span> tbh","Cheaply made, not worth the price at all tbh",Negative,0.9998
743,"Perfect fit and amazing material, 10/10 would recommend","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
744,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
745,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
746,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
747,Super impressed with the build quality and design 😊 lol,Super impressed with the build quality and design lol,Positive,0.9997
748,<p>Very disappointed. Quality is poor and it stopped working.</p>,Very disappointed. Quality is poor and it stopped working.,Negative,0.9998
749,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
750,I'm so happy with this purchase 🎉 exceeded my expectations,I'm so happy with this purchase exceeded my expectations,Positive,0.9999
751,"Complete waste of money, doesn't work as described at all","Complete waste of money, doesn't work as described at all",Negative,0.9998
752,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
753,I'm so happy with this purchase 🎉 exceeded my expectations,I'm so happy with this purchase exceeded my expectations,Positive,0.9999
754,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
755,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
756,"Pretty average overall, might consider other options next time","Pretty average overall, might consider other options next time",Negative,0.9929
757,Nothing to complain about but nothing impressive either    tbh,Nothing to complain about but nothing impressive either tbh,Negative,0.982
758,"Love love LOVE this product, can't recommend enough ","Love love LOVE this product, can't recommend enough",Positive,0.9984
759,this is garbage honestly   never buying again,this is garbage honestly never buying again,Negative,0.9979
760,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
761,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
762,"Love love LOVE this product, can't recommend enough ngl","Love love LOVE this product, can't recommend enough ngl",Positive,0.998
763,this is garbage honestly   never buying again tbh,this is garbage honestly never buying again tbh,Negative,0.9982
764,"<div>Excellent product, exactly as described. 5 stars!</div>","Excellent product, exactly as described. 5 stars!",Positive,0.9999
765,"<div>It's an okay product, similar to others I've used.</div>","It's an okay product, similar to others I've used.",Positive,0.9998
766,"<div>Excellent product, exactly as described. 5 stars!</div>","Excellent product, exactly as described. 5 stars!",Positive,0.9999
767,"Awful experience, customer service was useless too 👎 lol","Awful experience, customer service was useless too lol",Negative,0.9998
768,"<span>Best purchase ever, totally worth the price</span> fr fr","Best purchase ever, totally worth the price fr fr",Positive,0.9997
769,"Wow this is fantastic, better than I expected   ","Wow this is fantastic, better than I expected",Positive,0.9999
770,<p>Absolutely love it! Works perfectly and looks great.</p>,Absolutely love it! Works perfectly and looks great.,Positive,0.9999
771,"<span>Cheaply made, not worth the price at all</span> ","Cheaply made, not worth the price at all",Negative,0.9998
772,"Extremely unhappy with this product, returning it ASAP fr fr","Extremely unhappy with this product, returning it ASAP fr fr",Negative,0.9994
773,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
774,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
775,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
776,"It's fine, gets the job done without any issues","It's fine, gets the job done without any issues",Positive,0.9998
777,"<div>It's an okay product, similar to others I've used.</div>","It's an okay product, similar to others I've used.",Positive,0.9998
778,"<span>Best purchase ever, totally worth the price</span> ","Best purchase ever, totally worth the price",Positive,0.9999
779,"Extremely unhappy with this product, returning it ASAP","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
780,"Mediocre experience, neither great nor terrible","Mediocre experience, neither great nor terrible",Negative,0.9962
781,"Outstanding quality, arrived quickly, very satisfied customer here ngl","Outstanding quality, arrived quickly, very satisfied customer here ngl",Positive,0.9996
782,<p>Very disappointed. Quality is poor and it stopped working.</p> fr fr,Very disappointed. Quality is poor and it stopped working. fr fr,Negative,0.9998
783,"<div>It's an okay product, similar to others I've used.</div>","It's an okay product, similar to others I've used.",Positive,0.9998
784,"Awful experience, customer service was useless too 👎 ngl","Awful experience, customer service was useless too ngl",Negative,0.9998
785,"do not buy this, worst purchase ever","do not buy this, worst purchase ever",Negative,0.9992
786,<div>Product arrived damaged and seller refused refund.</div> lol,Product arrived damaged and seller refused refund. lol,Negative,0.9997
787,"<span>Cheaply made, not worth the price at all</span>","Cheaply made, not worth the price at all",Negative,0.9998
788,"Love love LOVE this product, can't recommend enough fr fr","Love love LOVE this product, can't recommend enough fr fr",Positive,0.998
789,"<div>Excellent product, exactly as described. 5 stars!</div>","Excellent product, exactly as described. 5 stars!",Positive,0.9999
790,"Terrible product, broke after 2 days!!! waste of money 😡","Terrible product, broke after 2 days!!! waste of money",Negative,0.9998
791,This product is AMAZING!!! Best purchase I've made this year 😍😍,This product is AMAZING!!! Best purchase I've made this year,Positive,0.9999
792,"Horrible quality, fell apart within a week 😠😠","Horrible quality, fell apart within a week",Negative,0.9998
793,"<div>It's an okay product, similar to others I've used.</div> fr fr","It's an okay product, similar to others I've used. fr fr",Positive,0.9996
794,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
795,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
796,"Extremely unhappy with this product, returning it ASAP","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
797,This exceeded my expectations!! Super happy with it. lol,This exceeded my expectations!! Super happy with it. lol,Positive,0.9999
798,"Does not work, false advertising, very upset customer","Does not work, false advertising, very upset customer",Negative,0.9994
799,This product is AMAZING!!! Best purchase I've made this year 😍😍 ,This product is AMAZING!!! Best purchase I've made this year,Positive,0.9999
800,"<div>Excellent product, exactly as described. 5 stars!</div>","Excellent product, exactly as described. 5 stars!",Positive,0.9999
801,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
802,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
803,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
804,"Wow this is fantastic, better than I expected   ","Wow this is fantastic, better than I expected",Positive,0.9999
805,"great quality, fast shipping, highly recommend!!","great quality, fast shipping, highly recommend!!",Positive,0.9999
806,"It's okay, does the job but nothing special.","It's okay, does the job but nothing special.",Negative,0.9914
807,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
808,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
809,"It's fine, gets the job done without any issues","It's fine, gets the job done without any issues",Positive,0.9998
810,<p>Very disappointed. Quality is poor and it stopped working.</p>,Very disappointed. Quality is poor and it stopped working.,Negative,0.9998
811,"Does not work, false advertising, very upset customer lol","Does not work, false advertising, very upset customer lol",Negative,0.9997
812,"Complete waste of money, doesn't work as described at all","Complete waste of money, doesn't work as described at all",Negative,0.9998
813,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
814,<p>Absolutely love it! Works perfectly and looks great.</p>,Absolutely love it! Works perfectly and looks great.,Positive,0.9999
815,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
816,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
817,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
818,"It's okay, does the job but nothing special. fr fr","It's okay, does the job but nothing special. fr fr",Negative,0.9921
819,"great quality, fast shipping, highly recommend!! ","great quality, fast shipping, highly recommend!!",Positive,0.9999
820,"<div>It's an okay product, similar to others I've used.</div>","It's an okay product, similar to others I've used.",Positive,0.9998
821,<p>Very disappointed. Quality is poor and it stopped working.</p>,Very disappointed. Quality is poor and it stopped working.,Negative,0.9998
822,"Awful experience, customer service was useless too 👎","Awful experience, customer service was useless too",Negative,0.9998
823,<p>Absolutely love it! Works perfectly and looks great.</p>,Absolutely love it! Works perfectly and looks great.,Positive,0.9999
824,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
825,"Extremely unhappy with this product, returning it ASAP","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
826,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
827,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
828,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
829,"Extremely unhappy with this product, returning it ASAP","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
830,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
831,"Awful experience, customer service was useless too 👎","Awful experience, customer service was useless too",Negative,0.9998
832,"Mediocre experience, neither great nor terrible","Mediocre experience, neither great nor terrible",Negative,0.9962
833,"Standard quality, does what it says on the box","Standard quality, does what it says on the box",Positive,0.9946
834,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
835,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
836,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
837,"<div>It's an okay product, similar to others I've used.</div>","It's an okay product, similar to others I've used.",Positive,0.9998
